madrid_wind_speed,valencia_wind_deg,bilbao_rain_1h,valencia_wind_speed,seville_humidity,madrid_humidity,bilbao_clouds_all,bilbao_wind_speed,seville_clouds_all,bilbao_wind_deg,barcelona_wind_speed,barcelona_wind_deg,madrid_clouds_all,seville_wind_speed,barcelona_rain_1h,seville_pressure,seville_rain_1h,barcelona_pressure,seville_rain_3h,madrid_rain_1h,barcelona_rain_3h,madrid_weather_id,barcelona_weather_id,bilbao_pressure,seville_weather_id,valencia_pressure,seville_temp_max,bilbao_weather_id,valencia_humidity,month_of_year,day_of_month,day_of_week,hour_of_day,load_shortfall_3h
1.0,8,0.0,2.0,75.3333333333,63.3333333333,0.0,1.0,0.0,239.3333333333,1.3333333333,264.0,0.0,2.6666666667,0.0,25,0.0,1032.6666666667,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1015.0,287.3056875,800.0,53.0,1,3,5,15,145.0
1.0,8,0.0,2.0,84.0,77.6666666667,0.0,0.0,0.0,269.3333333333,1.3333333333,217.6666666667,0.0,1.6666666667,0.0,25,0.0,1033.0,0.0,0.0,0.0,800.0,800.0,1036.3333333333,800.0,1012.6666666667,282.28421875,800.0,70.3333333333,1,3,5,18,-2013.0
0.6666666667,9,0.0,2.0,84.6666666667,68.6666666667,0.0,0.3333333333,0.0,268.0,2.0,44.0,0.0,1.0,0.0,25,0.0,1027.6666666667,0.0,0.0,0.0,800.0,800.0,1037.0,800.0,1003.0,277.774,800.0,78.6666666667,1,3,5,21,2435.6666666667
0.3333333333,9,0.0,2.0,79.3333333333,65.0,5.3333333333,0.6666666667,0.0,243.6666666667,1.3333333333,29.6666666667,0.0,1.6666666667,0.0,25,0.0,1027.3333333333,0.0,0.0,0.0,800.0,800.0,1037.0,800.0,1002.6666666667,276.3763333333,800.0,77.6666666667,1,4,6,0,2806.3333333333
1.0,9,0.0,2.0,81.0,63.6666666667,31.0,1.0,0.0,229.6666666667,1.3333333333,7.3333333333,0.0,3.3333333333,0.0,25,0.0,1027.3333333333,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1002.0,277.3466666667,801.6666666667,76.3333333333,1,4,6,3,2710.0
1.0,9,0.2,1.6666666667,86.0,65.0,66.6666666667,1.0,0.0,225.0,1.3333333333,217.3333333333,0.0,3.6666666667,0.0,25,0.0,1027.0,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1002.3333333333,278.1563333333,601.0,74.6666666667,1,4,6,6,1281.3333333333
1.0,9,0.3,1.0,84.0,70.0,88.6666666667,1.0,0.0,207.6666666667,1.0,187.3333333333,0.0,3.0,0.0,25,0.0,1027.6666666667,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1003.0,278.761,500.0,74.0,1,4,6,9,5200.0
1.0,8,0.3,1.0,80.3333333333,63.3333333333,90.6666666667,1.0,0.0,200.0,1.6666666667,169.0,0.0,1.6666666667,0.0,25,0.0,1027.6666666667,0.0,0.0,0.0,800.0,800.0,1035.3333333333,800.0,1002.0,287.362,500.0,56.3333333333,1,4,6,12,5179.3333333333
1.0,6,0.3,1.0,74.0,62.0,76.6666666667,1.0,0.0,197.0,0.3333333333,142.3333333333,0.0,1.0,0.0,25,0.0,1026.0,0.0,0.0,0.0,800.0,801.0,1034.6666666667,800.0,1001.0,288.4283333333,500.0,61.3333333333,1,4,6,15,4187.3333333333
1.0,4,0.3,1.3333333333,81.3333333333,75.0,50.3333333333,0.3333333333,0.0,184.3333333333,1.0,168.3333333333,0.0,1.0,0.0,25,0.0,1027.3333333333,0.0,0.0,0.0,800.0,800.3333333333,1034.0,800.0,1002.3333333333,280.6695,500.0,89.3333333333,1,4,6,18,2845.3333333333
1.0,6,0.3,1.0,78.3333333333,70.3333333333,28.0,0.0,0.0,166.6666666667,1.6666666667,316.0,0.0,1.0,0.0,25,0.0,1028.6666666667,0.0,0.0,0.0,800.0,800.0,1033.3333333333,800.0,1013.0,277.5303333333,500.0,89.6666666667,1,4,6,21,2350.0
1.0,10,0.1,1.3333333333,80.6666666667,71.6666666667,15.3333333333,0.0,14.6666666667,159.6666666667,1.6666666667,311.6666666667,0.0,1.0,0.0,25,0.0,1028.0,0.0,0.0,0.0,800.0,800.0,1032.3333333333,800.6666666667,1003.0,275.9313333333,700.6666666667,85.3333333333,1,5,0,0,4540.0
1.0,10,0.0,1.6666666667,81.0,65.0,10.6666666667,0.0,60.0,165.6666666667,1.0,337.0,0.0,1.0,0.0,25,0.0,1026.3333333333,0.0,0.0,0.0,800.0,800.0,1030.6666666667,802.6666666667,1002.6666666667,276.8316666667,800.3333333333,84.0,1,5,0,3,6379.6666666667
1.0,10,0.0,1.0,87.0,68.0,18.6666666667,0.0,92.0,170.3333333333,1.0,337.0,0.0,1.0,0.0,25,0.0,1026.6666666667,0.0,0.0,0.0,800.0,800.0,1029.3333333333,804.0,1002.0,279.439,801.0,83.6666666667,1,5,0,6,7973.6666666667
1.0,9,0.0,1.0,92.0,71.6666666667,23.3333333333,0.6666666667,92.0,174.3333333333,1.6666666667,317.6666666667,8.0,1.0,0.0,25,0.0,1027.0,0.0,0.0,0.0,800.6666666667,800.0,1028.3333333333,804.0,1001.3333333333,281.711,801.6666666667,78.3333333333,1,5,0,9,1129.3333333333
1.6666666667,7,0.0,1.0,91.3333333333,70.6666666667,13.3333333333,1.0,76.0,181.0,2.0,204.3333333333,0.0,2.0,0.0,25,0.1,1025.3333333333,0.0,0.0,0.0,800.0,800.0,1027.3333333333,702.0,1000.0,284.5,800.6666666667,66.3333333333,1,5,0,12,3238.3333333333
1.0,6,0.0,0.3333333333,94.0,71.3333333333,3.3333333333,0.3333333333,92.0,188.6666666667,3.6666666667,167.6666666667,0.0,1.0,0.0,25,0.0,1023.3333333333,0.0,0.0,0.0,800.0,801.3333333333,1026.0,804.0,997.6666666667,283.031,800.0,90.0,1,5,0,21,5385.0
1.0,9,0.0,1.0,95.3333333333,67.0,7.3333333333,0.3333333333,68.0,196.6666666667,2.6666666667,190.0,0.0,1.6666666667,0.0,25,0.0,1021.6666666667,0.0,0.0,0.0,800.0,803.3333333333,1026.0,803.0,995.6666666667,281.7463333333,800.3333333333,86.0,1,6,1,0,10156.0
1.0,9,0.0,1.0,96.3333333333,65.6666666667,17.6666666667,0.6666666667,42.6666666667,198.3333333333,1.0,127.0,21.3333333333,2.6666666667,0.0,25,0.0,1021.0,0.0,0.0,0.0,801.0,803.3333333333,1026.6666666667,802.0,995.0,280.178,801.0,86.0,1,6,1,3,9528.6666666667
0.6666666667,9,0.0,1.0,96.6666666667,73.6666666667,40.6666666667,1.0,85.3333333333,203.0,1.0,119.6666666667,69.3333333333,2.0,0.0,25,0.0,1021.0,0.0,0.0,0.0,803.0,802.0,1027.0,803.6666666667,995.0,279.7816666667,802.0,87.3333333333,1,6,1,6,8738.0
0.0,9,0.0,1.0,96.0,87.0,58.0,1.0,80.0,207.3333333333,1.6666666667,169.0,80.0,2.0,0.0,25,0.0,1022.0,0.0,0.0,0.0,803.0,802.0,1027.3333333333,803.0,995.0,280.545,802.6666666667,82.6666666667,1,6,1,9,14337.0
1.0,7,0.0,0.6666666667,91.0,88.0,51.3333333333,1.0,28.0,179.0,1.0,157.0,28.0,2.0,0.0,25,0.0,1021.0,0.0,0.0,0.0,801.6666666667,800.6666666667,1027.3333333333,801.6666666667,994.3333333333,283.5875,802.3333333333,66.0,1,6,1,12,15028.3333333333
1.0,4,0.0,0.3333333333,90.0,85.3333333333,37.6666666667,0.3333333333,58.0,119.0,0.6666666667,111.3333333333,12.0,1.3333333333,0.0,25,0.0,1021.0,0.0,0.0,0.0,800.6666666667,800.0,1027.3333333333,802.6666666667,994.6666666667,282.716,802.3333333333,79.0,1,6,1,15,14496.0
1.0,3,0.0,1.0,90.3333333333,80.3333333333,44.3333333333,0.0,64.0,102.0,1.0,326.0,24.0,1.3333333333,0.0,25,0.0,1022.6666666667,0.0,0.0,0.0,801.0,801.3333333333,1028.0,802.6666666667,995.6666666667,279.5155,802.3333333333,95.0,1,6,1,18,13313.6666666667
1.0,7,0.0,1.0,89.3333333333,72.6666666667,41.3333333333,0.6666666667,78.6666666667,140.0,1.0,232.0,18.6666666667,1.6666666667,0.0,25,0.0,1023.3333333333,0.0,0.0,0.0,800.6666666667,802.0,1029.0,803.0,1001.6666666667,277.644,802.0,95.6666666667,1,6,1,21,14642.3333333333
1.0,10,0.0,1.0,90.0,73.0,24.3333333333,1.0,54.6666666667,181.3333333333,1.0,284.3333333333,5.3333333333,1.3333333333,0.0,25,0.0,1025.0,0.0,0.0,0.0,800.0,802.0,1029.0,802.3333333333,997.3333333333,276.611,801.0,97.0,1,7,2,0,14897.3333333333
1.0,10,0.0,1.3333333333,86.0,65.0,17.3333333333,1.0,18.6666666667,202.6666666667,1.3333333333,322.0,0.0,2.0,0.0,25,0.0,1025.0,0.0,0.0,0.0,800.0,802.0,1030.0,801.3333333333,998.0,276.1046666667,801.0,98.0,1,7,2,3,12249.3333333333
1.0,10,0.0,1.6666666667,86.6666666667,70.0,17.3333333333,1.0,35.3333333333,210.6666666667,1.3333333333,338.6666666667,0.0,2.3333333333,0.1,25,0.0,1025.6666666667,0.0,0.0,0.0,800.0,701.3333333333,1030.6666666667,802.0,1008.3333333333,275.9484375,801.0,94.0,1,7,2,6,10998.0
1.0,10,0.0,1.3333333333,89.6666666667,82.3333333333,6.6666666667,1.0,32.3333333333,203.6666666667,2.0,340.3333333333,0.0,2.6666666667,0.2,25,0.0,1027.3333333333,0.0,0.0,0.0,800.0,600.6666666667,1031.0,802.0,1018.6666666667,279.6951041667,800.3333333333,82.6666666667,1,7,2,9,13965.6666666667
1.0,8,0.0,1.0,82.0,72.3333333333,0.0,1.0,0.0,208.3333333333,1.0,255.3333333333,0.0,2.3333333333,0.2,25,0.0,1028.3333333333,0.0,0.0,0.0,800.0,600.6666666667,1031.0,800.0,1012.3333333333,284.2353958333,800.0,74.6666666667,1,7,2,12,16370.6666666667
1.0,6,0.0,1.0,75.3333333333,71.6666666667,0.0,1.0,0.0,210.3333333333,0.6666666667,222.6666666667,0.0,3.0,0.3,23,0.0,1030.0,0.0,0.0,0.0,800.0,500.0,1030.3333333333,800.0,1012.0514065222798,283.8979479167,800.0,79.0,1,7,2,15,14613.6666666667
1.0,5,0.0,1.0,84.0,73.0,0.0,1.0,0.0,201.3333333333,1.0,322.0,0.0,3.0,0.1,25,0.0,1028.6666666667,0.0,0.0,0.0,800.0,700.3333333333,1031.0,800.0,1012.0514065222798,280.71125,800.0,89.3333333333,1,7,2,18,14671.0
1.0,7,0.0,1.3333333333,88.3333333333,68.0,0.0,1.0,0.0,193.6666666667,1.0,326.0,0.0,3.0,0.0,25,0.0,1028.3333333333,0.0,0.0,0.0,800.0,800.0,1032.0,800.0,1012.0514065222798,277.814,800.0,94.3333333333,1,7,2,21,15614.0
1.0,10,0.0,1.3333333333,87.3333333333,67.0,3.3333333333,1.0,0.0,197.0,2.0,320.0,0.0,3.0,0.0,25,0.0,1029.3333333333,0.0,0.0,0.0,800.0,800.0,1032.0,800.0,1012.0514065222798,276.905,800.0,94.3333333333,1,8,3,0,15496.6666666667
1.0,10,0.0,1.0,87.0,67.0,5.3333333333,1.0,0.0,191.6666666667,2.3333333333,321.6666666667,0.0,3.0,0.0,25,0.0,1030.0,0.0,0.0,0.0,800.0,800.0,1033.0,800.0,1012.0514065222798,276.651,800.0,95.3333333333,1,8,3,3,9562.0
1.0,9,0.0,1.0,88.0,66.0,3.3333333333,1.0,0.0,195.6666666667,1.0,322.3333333333,0.0,3.0,0.0,25,0.0,1030.6666666667,0.0,0.0,0.0,800.0,800.0,1034.0,800.0,1012.0514065222798,276.524,800.0,95.0,1,8,3,6,7215.6666666667
1.0,10,0.0,2.0,93.0,70.0,18.6666666667,1.0,0.0,206.3333333333,2.0,312.0,0.0,3.0,0.0,25,0.0,1032.0,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1012.0514065222798,278.274,801.0,81.6666666667,1,8,3,9,7389.3333333333
1.0,7,0.0,1.0,85.6666666667,70.6666666667,49.0,1.0,0.0,208.3333333333,1.3333333333,247.0,10.6666666667,3.6666666667,0.0,25,0.0,1031.3333333333,0.0,0.0,0.0,800.6666666667,800.0,1037.3333333333,800.0,1012.0514065222798,285.8116666667,802.3333333333,57.0,1,8,3,12,10836.3333333333
1.0,6,0.0,2.0,77.6666666667,66.0,68.0,1.0,0.0,204.0,1.3333333333,199.6666666667,18.6666666667,4.6666666667,0.0,25,0.0,1033.6666666667,0.0,0.0,0.0,801.0,800.0,1038.6666666667,800.0,1012.0514065222798,286.8486354167,803.0,56.6666666667,1,8,3,15,11568.6666666667
1.0,7,0.0,2.6666666667,84.0,76.3333333333,71.3333333333,1.0,0.0,202.6666666667,0.6666666667,203.3333333333,0.0,4.0,0.0,25,0.0,1035.3333333333,0.0,0.0,0.0,800.0,800.0,1040.0,800.0,1012.0514065222798,283.93278125,803.0,81.3333333333,1,8,3,18,11475.3333333333
1.0,7,0.0,3.3333333333,90.6666666667,67.6666666667,56.6666666667,1.0,0.0,198.0,0.6666666667,219.3333333333,0.0,3.6666666667,0.0,25,0.0,1035.6666666667,0.0,0.0,0.0,800.0,800.0,1041.3333333333,800.0,1012.0514065222798,280.4706666667,802.6666666667,77.0,1,8,3,21,11432.6666666667
1.0,10,0.0,1.0,88.6666666667,66.3333333333,35.6666666667,0.6666666667,0.0,189.3333333333,1.6666666667,301.6666666667,0.0,3.0,0.0,25,0.0,1035.6666666667,0.0,0.0,0.0,800.0,800.0,1041.6666666667,800.0,1012.0514065222798,278.6786666667,802.0,80.6666666667,1,9,4,0,11674.0
1.0,10,0.0,1.0,87.3333333333,72.3333333333,33.3333333333,0.6666666667,0.0,183.3333333333,1.0,253.6666666667,0.0,3.0,0.0,25,0.0,1035.6666666667,0.0,0.0,0.0,800.0,800.0,1041.0,800.0,1012.0514065222798,278.1095,802.0,74.0,1,9,4,3,12438.3333333333
1.0,10,0.0,1.0,89.0,66.0,34.6666666667,1.0,0.0,188.6666666667,1.0,22.0,0.0,3.0,0.0,25,0.0,1035.0,0.0,0.0,0.0,800.0,800.0,1041.0,800.0,1012.0514065222798,277.612,801.6666666667,77.3333333333,1,9,4,6,10727.3333333333
1.0,9,0.0,1.6666666667,91.3333333333,68.3333333333,25.3333333333,1.0,0.0,197.0,1.0,44.3333333333,0.0,3.6666666667,0.0,25,0.0,1036.0,0.0,0.0,0.0,800.0,800.0,1041.6666666667,800.0,1012.0514065222798,279.6085,801.3333333333,63.3333333333,1,9,4,9,13480.6666666667
1.0,8,0.0,4.3333333333,88.0,62.0,16.0,1.0,0.0,201.0,1.6666666667,146.0,0.0,4.0,0.0,25,0.0,1035.0,0.0,0.0,0.0,800.0,800.0,1042.0,800.0,1012.0514065222798,284.663,800.6666666667,41.0,1,9,4,12,15760.0
1.0,8,0.0,3.0,77.3333333333,61.0,10.0,1.0,0.0,196.6666666667,2.0,212.6666666667,0.0,4.0,0.0,25,0.0,1037.0,0.0,0.0,0.0,800.0,800.0,1041.3333333333,800.0,1012.0514065222798,286.8152395833,800.6666666667,53.0,1,9,4,15,16059.6666666667
0.3333333333,8,0.0,1.0,78.6666666667,80.3333333333,0.0,1.0,0.0,188.3333333333,1.6666666667,292.0,0.0,4.0,0.0,25,0.0,1037.6666666667,0.0,0.0,0.0,800.0,800.0,1041.0,800.0,1012.0514065222798,286.0911041667,800.0,62.3333333333,1,9,4,18,15008.0
0.3333333333,8,0.0,1.0,87.0,92.0,0.0,1.0,0.0,185.6666666667,2.0,294.6666666667,0.0,4.0,0.0,25,0.0,1038.3333333333,0.0,0.0,0.0,800.0,800.0,1040.0,800.0,1012.0514065222798,282.8204479167,800.0,74.3333333333,1,9,4,21,13923.6666666667
0.3333333333,8,0.0,1.0,90.0,77.6666666667,0.0,1.0,0.0,199.3333333333,2.6666666667,306.6666666667,0.0,3.6666666667,0.0,25,0.0,1034.0,0.0,0.0,0.0,800.0,800.0,1038.6666666667,800.0,1012.0514065222798,280.2683541667,800.0,68.3333333333,1,10,5,0,14980.0
1.0,9,0.0,4.0,89.6666666667,65.0,0.0,1.3333333333,0.0,213.6666666667,1.6666666667,314.0,0.0,3.0,0.0,25,0.0,1032.0,0.0,0.0,0.0,800.0,800.0,1037.6666666667,800.0,1012.0514065222798,278.1596666667,800.0,60.3333333333,1,10,5,3,13259.3333333333
1.0,9,0.0,4.3333333333,89.0,67.6666666667,0.0,1.6666666667,0.0,215.3333333333,2.3333333333,318.6666666667,0.0,2.6666666667,0.0,25,0.0,1029.6666666667,0.0,0.0,0.0,800.0,800.0,1036.3333333333,800.0,1012.0514065222798,277.8684375,800.0,37.3333333333,1,10,5,6,12592.0
0.6666666667,9,0.0,2.6666666667,89.6666666667,80.0,0.0,1.3333333333,6.0,217.6666666667,2.3333333333,296.0,0.0,2.0,0.0,25,0.0,1030.6666666667,0.0,0.0,0.0,800.0,800.0,1035.3333333333,800.3333333333,1012.0514065222798,279.8117291667,800.0,46.3333333333,1,10,5,9,15272.3333333333
1.0,8,0.0,12.3333333333,81.3333333333,73.3333333333,0.0,1.0,4.0,235.6666666667,1.6666666667,238.0,0.0,2.0,0.0,25,0.0,1028.3333333333,0.0,0.0,0.0,800.0,800.0,1033.6666666667,800.3333333333,1012.0514065222798,286.1834375,800.0,28.0,1,10,5,12,14794.0
1.3333333333,9,0.0,5.0,69.6666666667,71.0,0.0,0.6666666667,0.0,263.6666666667,2.0,247.6666666667,0.0,2.3333333333,0.0,25,0.0,1027.3333333333,0.0,0.0,0.0,800.0,800.0,1032.6666666667,800.0,1012.0514065222798,288.3585625,800.0,35.3333333333,1,10,5,15,13463.6666666667
1.0,10,0.0,7.0,83.6666666667,87.0,0.0,0.6666666667,0.0,265.0,2.0,214.6666666667,0.0,1.0,0.0,25,0.0,1024.0,0.0,0.0,0.0,800.0,800.0,1031.6666666667,800.0,1012.0514065222798,283.7056666667,800.0,35.0,1,10,5,18,12491.0
1.0,10,0.0,5.3333333333,87.6666666667,72.6666666667,0.0,1.0,0.0,242.6666666667,1.6666666667,94.6666666667,0.0,1.0,0.0,25,0.0,1023.3333333333,0.0,0.0,0.0,800.0,800.0,1031.0,800.0,1012.0514065222798,279.8688333333,800.0,31.3333333333,1,10,5,21,13905.6666666667
1.0,8,0.0,17.0,81.0,66.0,13.3333333333,1.0,0.0,220.6666666667,1.3333333333,168.3333333333,0.0,1.0,0.0,25,0.0,1022.6666666667,0.0,0.0,0.0,800.0,800.0,1031.0,800.0,1012.0514065222798,277.346,800.6666666667,31.0,1,11,6,0,14302.3333333333
0.6666666667,8,0.2,6.6666666667,79.3333333333,63.3333333333,46.6666666667,1.0,16.0,234.3333333333,1.6666666667,26.0,1.3333333333,1.0,0.0,25,0.0,1022.6666666667,0.0,0.0,0.0,800.0,800.0,1031.0,800.6666666667,1012.0514065222798,276.3453333333,600.6666666667,47.0,1,11,6,3,7575.6666666667
0.3333333333,9,0.7,9.3333333333,83.3333333333,68.6666666667,79.6666666667,1.0,54.0,277.0,2.0,145.6666666667,18.0,1.3333333333,0.0,25,0.0,1022.6666666667,0.0,0.0,0.0,800.6666666667,800.0,1032.6666666667,802.6666666667,1012.0514065222798,276.9403333333,500.6666666667,31.0,1,11,6,6,3803.6666666667
1.0,9,0.9,2.6666666667,83.0,79.6666666667,92.0,1.0,13.3333333333,227.6666666667,1.6666666667,40.6666666667,57.3333333333,2.0,0.0,25,0.0,1023.6666666667,0.0,0.0,0.0,802.6666666667,800.3333333333,1034.3333333333,800.6666666667,1012.0514065222798,283.0833333333,501.0,38.0,1,11,6,9,2519.3333333333
1.0,8,0.9,6.3333333333,73.0,78.6666666667,78.6666666667,1.0,0.0,103.6666666667,1.3333333333,254.6666666667,26.6666666667,2.3333333333,0.0,25,0.0,1023.6666666667,0.0,0.0,0.0,801.3333333333,800.3333333333,1035.6666666667,800.0,1012.0514065222798,289.5893333333,501.0,34.0,1,11,6,12,1542.3333333333
1.3333333333,6,0.9,4.6666666667,60.0,68.6666666667,45.0,1.0,8.0,64.6666666667,1.0,204.6666666667,0.0,4.0,0.0,25,0.0,1024.0,0.0,0.0,0.0,800.0,800.0,1036.0,800.0,1012.0514065222798,291.209,501.0,37.3333333333,1,11,6,15,1461.6666666667
2.0,3,0.9,2.6666666667,66.6666666667,81.3333333333,12.0,1.0,2.0,135.0,1.6666666667,69.6666666667,0.0,3.0,0.1,25,0.0,1028.3333333333,0.0,0.0,0.0,800.0,700.0,1035.0,800.0,1012.0514065222798,287.8131145833,501.0,61.3333333333,1,11,6,18,865.0
3.3333333333,6,0.9,1.0,90.0,80.3333333333,0.0,1.0,24.0,173.3333333333,1.0,329.6666666667,0.0,3.6666666667,0.0,25,0.0,1030.0,0.0,0.0,0.0,800.0,802.3333333333,1034.3333333333,801.3333333333,1012.0514065222798,281.803,501.0,76.0,1,11,6,21,4985.0
